"NºDePatrimonio";"DescrDoBem";"Fornecedor";"Marca";"Comentarios";"FormaAquis";"DocDeEntrada";"DataAquis";"ValorAquis";"CódigoDoFuncionário";"NúmeroDoDepartamento";"CódigoDaCategoriaDoBem";"CódDoGrupoDoBem";"SituaçAtualDoBem"
1066;"Microcomputador";"Sun Set Informática Ltda";"Star Computer";"P III - 1,0 Ghz - 128 Mb RAM - Hd 20 Gb - Gab Atx - Drive 1,44 - Pl vídeo 8Mb - Pl Fax 56 Kbps - Tecl Abnt2 - Mouse Serial Padrão - M B Asus tuv 4x ";;;"26/12/01";;55;40;1;4;"Baixado"
1067;"Microcomputador";"Sun Set Informática Ltda";"Star Computer";"P III - 1,0 Ghz - 128 Mb RAM - Hd 20 Gb - Gab Atx - Drive 1,44 - Pl vídeo 8Mb - Pl Fax 56 Kbps - Tecl Abnt2 - Mouse Serial Padrão - M B Asus tuv 4x ";;;"26/12/01";;57;39;1;4;"Baixado"
1068;"Microcomputador";"Sun Set Informática Ltda";"Star Computer";"P III - 1,0 Ghz - 128 Mb RAM - Hd 20 Gb - Gab Atx - Drive 1,44 - Pl vídeo 8Mb - Pl Fax 56 Kbps - Tecl Abnt2 - Mouse Serial Padrão - M B Asus tuv 4x ";;;"26/12/01";;55;40;1;4;"Baixado"
1069;"Microcomputador";"Sun Set Informática Ltda";"Star Computer";"P III - 1,0 Ghz - 128 Mb RAM - Hd 20 Gb - Gab Atx - Drive 1,44 - Pl vídeo 8Mb - Pl Fax 56 Kbps - Tecl Abnt2 - Mouse Serial Padrão - M B Asus tuv 4x ";;;"26/12/01";;57;39;1;4;"Baixado"
1070;"Microcomputador";"Sun Set Informática Ltda";"Star Computer";"P III - 1,0 Ghz - 128 Mb RAM - Hd 20 Gb - Gab Atx - Drive 1,44 - Pl vídeo 8Mb - Pl Fax 56 Kbps - Tecl Abnt2 - Mouse Serial Padrão - M B Asus tuv 4x ";;;"26/12/01";;55;40;1;4;"Baixado"
1071;"Microcomputador";"Sun Set Informática Ltda";"Star Computer";"P III - 1,0 Ghz - 128 Mb RAM - Hd 20 Gb - Gab Atx - Drive 1,44 - Pl vídeo 8Mb - Pl Fax 56 Kbps - Tecl Abnt2 - Mouse Serial Padrão - M B Asus tuv 4x ";;;"26/12/01";;57;39;1;4;"Baixado"
1072;"Microcomputador";"Sun Set Informática Ltda";"Star Computer";"P III - 1,0 Ghz - 128 Mb RAM - Hd 20 Gb - Gab Atx - Drive 1,44 - Pl vídeo 8Mb - Pl Fax 56 Kbps - Tecl Abnt2 - Mouse Serial Padrão - M B Asus tuv 4x ";;;"26/12/01";;57;39;1;4;"Baixado"
1073;"Microcomputador";"Sun Set Informática Ltda";"Star Computer";"P III - 1,0 Ghz - 128 Mb RAM - Hd 20 Gb - Gab Atx - Drive 1,44 - Pl vídeo 8Mb - Pl Fax 56 Kbps - Tecl Abnt2 - Mouse Serial Padrão - M B Asus tuv 4x ";;;"26/12/01";;55;40;1;4;"Baixado"
1074;"Microcomputador";"Sun Set Informática Ltda";"Star Computer";"P III - 1,0 Ghz - 128 Mb RAM - Hd 20 Gb - Gab Atx - Drive 1,44 - Pl vídeo 8Mb - Pl Fax 56 Kbps - Tecl Abnt2 - Mouse Serial Padrão - M B Asus tuv 4x ";;;"26/12/01";;55;40;1;4;"Baixado"
1075;"Microcomputador";"Sun Set Informática Ltda";"Star Computer";"P III - 1,0 Ghz - 128 Mb RAM - Hd 20 Gb - Gab Atx - Drive 1,44 - Pl vídeo 8Mb - Pl Fax 56 Kbps - Tecl Abnt2 - Mouse Serial Padrão - M B Asus tuv 4x ";;;"26/12/01";;55;40;1;4;"Baixado"
1076;"Microcomputador";"Sun Set Informática Ltda";"Star Computer";"P III - 1,0 Ghz - 128 Mb RAM - Hd 20 Gb - Gab Atx - Drive 1,44 - Pl vídeo 8Mb - Pl Fax 56 Kbps - Tecl Abnt2 - Mouse Serial Padrão - M B Asus tuv 4x ";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;57;39;1;4;"Baixado"
1077;"Microcomputador";"Sun Set Informática Ltda";"Star Computer";"P III - 1,0 Ghz - 128 Mb RAM - Hd 20 Gb - Gab Atx - Drive 1,44 - Pl vídeo 8Mb - Pl Fax 56 Kbps - Tecl Abnt2 - Mouse Serial Padrão - M B Asus tuv 4x ";;;"26/12/01";;55;40;1;4;"Baixado"
1078;"Microcomputador";"Sun Set Informática Ltda";"Star Computer";"P III - 1,0 Ghz - 128 Mb RAM - Hd 20 Gb - Gab Atx - Drive 1,44 - Pl vídeo 8Mb - Pl Fax 56 Kbps - Tecl Abnt2 - Mouse Serial Padrão - M B Asus tuv 4x ";;;"26/12/01";;57;39;1;4;"Baixado"
1079;"Microcomputador";"Sun Set Informática Ltda";"Star Computer";"P III - 1,0 Ghz - 128 Mb RAM - Hd 20 Gb - Gab Atx - Drive 1,44 - Pl vídeo 8Mb - Pl Fax 56 Kbps - Tecl Abnt2 - Mouse Serial Padrão - M B Asus tuv 4x ";;;"26/12/01";;57;39;1;4;"Baixado"
1080;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;;"26/12/01";;57;39;1;4;"Baixado"
1081;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;57;39;1;4;"Baixado"
1082;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;;"26/12/01";;57;39;1;4;"Baixado"
1083;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;;"26/12/01";;57;39;1;4;"Baixado"
1084;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;;"26/12/01";;57;39;1;4;"Baixado"
1085;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;;"26/12/01";;57;39;1;4;"Baixado"
1086;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;57;39;1;4;"Baixado"
1087;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;;"26/12/01";;57;39;1;4;"Baixado"
1088;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;;"26/12/01";;57;39;1;4;"Baixado"
1089;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;57;39;1;4;"Baixado"
1090;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;57;39;1;4;"Baixado"
1091;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;57;39;1;4;"Baixado"
1092;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;;"26/12/01";;57;39;1;4;"Baixado"
1093;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;;"26/12/01";;57;39;1;4;"Baixado"
1094;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;57;39;1;4;"Baixado"
1095;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;57;39;1;4;"Baixado"
1096;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;;"26/12/01";;57;39;1;4;"Baixado"
1097;"Impressora";"Sun Set Informática Ltda";"Epson";"Stillus 880";;;"26/12/01";;57;39;1;4;"Baixado"
1098;"Impressora";"Sun Set Informática Ltda";"HP";"Laser Jet 2200";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;57;39;1;4;"Baixado"
1099;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;55;42;1;1;"Ativo"
1100;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;55;42;1;1;"Ativo"
1101;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;55;40;1;1;"Baixado"
1102;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;36;15;1;1;"Ativo"
1103;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;55;42;1;1;"Ativo"
1104;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;56;40;1;1;"Ativo"
1105;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;58;40;1;1;"Ativo"
1106;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;56;10;1;1;"Ativo"
1107;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;56;40;1;1;"Ativo"
1108;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;56;40;1;1;"Ativo"
1109;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;56;40;1;1;"Ativo"
1110;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;56;40;1;1;"Ativo"
1111;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;55;40;1;1;"Baixado"
1112;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;55;40;1;1;"Baixado"
1113;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;55;40;1;1;"Baixado"
1114;"Mesa ";"Suiti Hiju - ME ";;"1,40 - 3 Gavetas";;;"26/12/01";;57;39;1;1;"Baixado"
1115;"Mesa ";"Suiti Hiju - ME ";;"1,20 - 2 Gavetas";;;"26/12/01";;55;40;1;1;"Baixado"
1116;"Mesa ";"Suiti Hiju - ME ";;"1,20 - 2 Gavetas";;;"26/12/01";;57;39;1;1;"Baixado"
1117;"Mesa ";"Suiti Hiju - ME ";;"1,20 - 2 Gavetas";;;"26/12/01";;57;39;1;1;"Baixado"
1118;"Mesa ";"Suiti Hiju - ME ";;"1,20 - 2 Gavetas";;;"26/12/01";;57;39;1;1;"Ativo"
1119;"Mesa ";"Suiti Hiju - ME ";;"1,20 - 2 Gavetas";;;"26/12/01";;12;8;1;1;"Baixado"
1120;"Mesa ";"Suiti Hiju - ME ";;"1,20 - 2 Gavetas";;;"26/12/01";;57;39;1;1;"Baixado"
1121;"Mesa ";"Suiti Hiju - ME ";;"1,20 - 2 Gavetas";;;"26/12/01";;56;40;1;1;"Ativo"
1122;"Mesa ";"Suiti Hiju - ME ";;"1,20 - 2 Gavetas";;;"26/12/01";;32;12;1;1;"Ativo"
1123;"Mesa ";"Suiti Hiju - ME ";;"1,20 - 2 Gavetas";;;"26/12/01";;57;39;1;1;"Ativo"
1124;"Mesa ";"Suiti Hiju - ME ";;"1,20 - 2 Gavetas";;;"26/12/01";;57;39;1;1;"Baixado"
1125;"Mesa ";"Suiti Hiju - ME ";;"1,20 - 2 Gavetas";;;"26/12/01";;56;40;1;1;"Ativo"
1126;"Mesa ";"Suiti Hiju - ME ";;"1,20 - 2 Gavetas";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;57;39;1;1;"Baixado"
1127;"Mesa ";"Suiti Hiju - ME ";;"1,20 - 2 Gavetas";;;"26/12/01";;57;39;1;1;"Baixado"
1128;"Mesa ";"Suiti Hiju - ME ";;"1,20 - 2 Gavetas";;;"26/12/01";;55;40;1;1;"Baixado"
1129;"Armário";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;56;40;1;1;"Ativo"
1130;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;56;40;1;1;"Ativo"
1131;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;55;40;1;1;"Baixado"
1132;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;58;40;1;1;"Ativo"
1133;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;22;35;1;1;"Ativo"
1134;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;35;14;1;1;"Ativo"
1135;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;56;40;1;1;"Ativo"
1136;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;44;22;1;1;"Ativo"
1137;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;55;40;1;1;"Baixado"
1138;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;56;40;1;1;"Ativo"
1139;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;51;25;1;1;"Ativo"
1140;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;33;13;1;1;"Ativo"
1141;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;56;40;1;1;"Ativo"
1142;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;56;40;1;1;"Ativo"
1143;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;;"26/12/01";;26;37;1;1;"Ativo"
1144;"Armário ";"Suiti Hiju - ME ";;"1,20 X 0,85";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;57;39;1;1;"Baixado"
1145;"Rack";"Suiti Hiju - ME ";;"3 planos";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;57;39;1;1;"Baixado"
1146;"Rack";"Suiti Hiju - ME ";;"3 planos";;;"26/12/01";;46;24;1;1;"Ativo"
1147;"Rack";"Suiti Hiju - ME ";;"3 planos";;;"26/12/01";;15;7;1;1;"Ativo"
1148;"Rack";"Suiti Hiju - ME ";;"3 planos";;;"26/12/01";;55;40;1;1;"Ativo"
1149;"Rack";"Suiti Hiju - ME ";;"3 planos";;;"26/12/01";;56;40;1;1;"Ativo"
1150;"Rack";"Suiti Hiju - ME ";;"3 planos";;;"26/12/01";;55;42;1;1;"Ativo"
1151;"Rack";"Suiti Hiju - ME ";;"3 planos";;;"26/12/01";;35;14;1;1;"Ativo"
1152;"Rack";"Suiti Hiju - ME ";;"3 planos";;;"26/12/01";;56;40;1;1;"Ativo"
1153;"Rack";"Suiti Hiju - ME ";;"3 planos";;;"26/12/01";;56;40;1;1;"Ativo"
1154;"Rack";"Suiti Hiju - ME ";;"3 planos";;;"26/12/01";;36;15;1;1;"Ativo"
1155;"Rack";"Suiti Hiju - ME ";;"3 planos";;;"26/12/01";;38;16;1;1;"Ativo"
1156;"Rack";"Suiti Hiju - ME ";;"3 planos";;;"26/12/01";;56;40;1;1;"Ativo"
1157;"Rack";"Suiti Hiju - ME ";;"3 planos";;;"26/12/01";;54;26;1;1;"Ativo"
1158;"Rack";"Suiti Hiju - ME ";;"3 planos";;;"26/12/01";;55;40;1;1;"Baixado"
1159;"Rack";"Suiti Hiju - ME ";;"3 planos";;;"26/12/01";;55;40;1;1;"Baixado"
1160;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1161;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1162;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;35;14;1;1;"Ativo"
1163;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;54;26;1;1;"Ativo"
1164;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;35;14;1;1;"Ativo"
1165;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1166;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1167;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;58;40;1;1;"Ativo"
1168;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;58;40;1;1;"Ativo"
1169;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1170;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Ativo"
1171;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;46;24;1;1;"Ativo"
1172;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;56;40;1;1;"Ativo"
1173;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;58;40;1;1;"Ativo"
1174;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;53;9;1;1;"Ativo"
1175;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;58;40;1;1;"Ativo"
1176;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;42;20;1;1;"Ativo"
1177;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;42;1;1;"Ativo"
1178;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1179;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;33;13;1;1;"Ativo"
1180;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;33;9;1;1;"Ativo"
1181;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;58;40;1;1;"Ativo"
1182;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1183;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1184;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1185;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;38;16;1;1;"Baixado"
1186;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;6;1;1;"Ativo"
1187;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;40;1;1;"Baixado"
1188;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;56;40;1;1;"Ativo"
1189;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1190;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;40;1;1;"Baixado"
1191;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;40;18;1;1;"Ativo"
1192;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;40;1;1;"Baixado"
1193;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;8;4;1;1;"Ativo"
1194;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;42;20;1;1;"Baixado"
1195;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1196;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;40;1;1;"Ativo"
1197;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1198;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;40;1;1;"Baixado"
1199;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;58;40;1;1;"Ativo"
1200;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;40;18;1;1;"Ativo"
1201;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;40;1;1;"Baixado"
1202;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;58;40;1;1;"Ativo"
1203;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1204;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;40;1;1;"Baixado"
1205;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1206;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1207;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;57;39;1;1;"Baixado"
1208;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;40;1;1;"Baixado"
1209;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;42;1;1;"Ativo"
1210;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;40;1;1;"Baixado"
1211;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;40;1;1;"Baixado"
1212;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;55;40;1;1;"Baixado"
1213;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;55;40;1;1;"Baixado"
1214;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;40;1;1;"Baixado"
1215;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;56;40;1;1;"Ativo"
1216;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;32;12;1;1;"Ativo"
1217;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;40;1;1;"Baixado"
1218;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;40;1;1;"Ativo"
1219;"Cadeira Fixa";"Suiti Hiju - ME ";;"Tecido";;;"26/12/01";;55;40;1;1;"Baixado"
1220;"Poltrona Diretor";"Suiti Hiju - ME ";;"Tecido - Giratória - Preta";;;"26/12/01";;55;40;1;1;"Baixado"
1221;"Poltrona Diretor";"Suiti Hiju - ME ";;"Tecido - Giratória - Preta";;;"26/12/01";;55;40;1;1;"Baixado"
1222;"Poltrona Diretor";"Suiti Hiju - ME ";;"Tecido - Giratória - Preta";;;"26/12/01";;55;40;1;1;"Baixado"
1223;"Poltrona Diretor";"Suiti Hiju - ME ";;"Tecido - Giratória - Preta";;;"26/12/01";;56;40;1;1;"Ativo"
1224;"Poltrona Diretor";"Suiti Hiju - ME ";;"Tecido - Giratória - Preta";;;"26/12/01";;55;40;1;1;"Baixado"
1225;"Poltrona Diretor";"Suiti Hiju - ME ";;"Tecido - Giratória - Preta";;;"26/12/01";;55;40;1;1;"Baixado"
1226;"Poltrona Diretor";"Suiti Hiju - ME ";;"Tecido - Giratória - Preta";;;"26/12/01";;55;42;1;1;"Ativo"
1227;"Poltrona Diretor";"Suiti Hiju - ME ";;"Tecido - Giratória - Preta";;;"26/12/01";;55;40;1;1;"Baixado"
1251;"Mesa para Máquina.";"Suiti Hiju - ME ";;"Mesa para aparelho de Fax";;" - Baixa Patrimonial: Projeto de Resolução Nº 004/2006";"26/12/01";;55;39;1;1;"Baixado"
1252;"Mesa para Máquina.";"Suiti Hiju - ME ";;"Mesa para aparelho de Fax";;;"26/12/01";;24;5;1;1;"Ativo"
1253;"Mesa para Máquina.";"Suiti Hiju - ME ";;"Mesa para aparelho de Fax";;;"26/12/01";;36;15;1;1;"Ativo"
1254;"Mesa para Máquina.";"Suiti Hiju - ME ";;"Mesa para aparelho de Fax";;;"26/12/01";;55;40;1;1;"Baixado"
1255;"Mesa para Máquina.";"Suiti Hiju - ME ";;"Mesa para aparelho de Fax";;;"26/12/01";;55;40;1;1;"Ativo"
1256;"Mesa para Máquina.";"Suiti Hiju - ME ";;"Mesa para aparelho de Fax";;;"26/12/01";;55;42;1;1;"Ativo"
1257;"Mesa para Máquina.";"Suiti Hiju - ME ";;"Mesa para aparelho de Fax";;;"26/12/01";;45;23;1;1;"Ativo"
1258;"Mesa para Máquina.";"Suiti Hiju - ME ";;"Mesa para aparelho de Fax";;;"26/12/01";;46;24;1;1;"Ativo"
1259;"Mesa para Máquina.";"Suiti Hiju - ME ";;"Mesa para aparelho de Fax";;;"26/12/01";;55;40;1;1;"Baixado"
1260;"Arquivo";"Suiti Hiju - ME ";;"Aço - 4 Gavetas";"Comprado";;"26/12/01";;17;4;1;1;"Ativo"
1261;"Arquivo";"Suiti Hiju - ME ";;"Aço - 4 Gavetas";"Comprado";;"26/12/01";;17;4;1;1;"Ativo"
1262;"Arquivo";"Suiti Hiju - ME ";;"Aço - 4 Gavetas";;;"26/12/01";;14;29;1;1;"Ativo"
1263;"Arquivo";"Suiti Hiju - ME ";;"Aço - 4 Gavetas";"Comprado";;"26/12/01";;17;4;1;;"Ativo"
1264;"Lavadora";"Wal Mart Brasil Ltda.";"Vap";;;;"22/02/02";"25/02/02";22;1;1;3;"Ativo"
1265;"Jogo de Bandeira";"Banderart Indústria Téxtil Ltda";;;;;"05/03/02";"28/03/02";55;40;1;3;"Baixado"
1266;"Jogo de Bandeira";"Banderart Indústria Téxtil Ltda";;;;;"05/03/02";"28/03/02";55;40;1;3;"Baixado"
1267;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
1268;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
1269;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
1270;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
1271;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
1272;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
1273;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
1274;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
1275;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
1276;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
1277;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
1278;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
1279;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
1280;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
1281;"Fonte Estabilizadora";"Sun Set Informática Ltda - ME";;;;;"08/03/02";;55;40;;;"Baixado"
